"date","Stock","Value","Sector"
2000-02-14,"NVDA",1.23898223209333,"Tech"
2000-02-14,"BP",0.806588692826746,"Energy"
2000-02-14,"SHEL",0.927377096793639,"Energy"
2000-02-14,"XOM",0.981528792828721,"Energy"
2000-02-14,"HSBC",0.79045075779523,"Finance"
2000-02-14,"BCS",0.798701705214978,"Finance"
2000-02-14,"JPM",1.09104486011715,"Finance"
2000-02-14,"GS",0.980820963746571,"Finance"
2000-02-14,"JNJ",0.845067024462528,"Healthcare"
2000-02-14,"PFE",1.09803955185144,"Healthcare"
2000-02-14,"UNH",1.05813933003618,"Healthcare"
2000-02-15,"AAPL",1.06309270814022,"Tech"
2000-02-15,"MSFT",0.845576699055818,"Tech"
2000-02-15,"NVDA",1.19092331233719,"Tech"
2000-02-15,"BP",0.805525956764242,"Energy"
2000-02-15,"SHEL",0.952640658479514,"Energy"
2000-02-15,"XOM",1.01844639344116,"Energy"
2000-02-15,"HSBC",0.809902872900545,"Finance"
2000-02-15,"BCS",0.814394188350724,"Finance"
2000-02-15,"JPM",1.11864421454626,"Finance"
2000-02-15,"GS",0.980820963746571,"Finance"
2000-02-15,"JNJ",0.867520719139533,"Healthcare"
2000-02-15,"PFE",1.11568607362664,"Healthcare"
2000-02-15,"UNH",1.10465096008815,"Healthcare"
2000-02-16,"AAPL",1.0195416684201,"Tech"
2000-02-16,"MSFT",0.837533806492672,"Tech"
2000-02-16,"NVDA",1.24565739454756,"Tech"
2000-02-16,"BP",0.837407305328922,"Energy"
2000-02-16,"SHEL",0.953684602780564,"Energy"
2000-02-16,"XOM",1.02727540792437,"Energy"
2000-02-16,"HSBC",0.853227183453659,"Finance"
2000-02-16,"BCS",0.861471724465866,"Finance"
2000-02-16,"JPM",1.09708222670341,"Finance"
2000-02-16,"GS",0.940425743606383,"Finance"
2000-02-16,"JNJ",0.86888162359539,"Healthcare"
2000-02-16,"PFE",1.06151002919629,"Healthcare"
2000-02-16,"UNH",1.14069732810828,"Healthcare"
2000-02-17,"AAPL",1.02624236971795,"Tech"
2000-02-17,"MSFT",0.854691551295281,"Tech"
2000-02-17,"NVDA",1.28971729993283,"Tech"
2000-02-17,"BP",0.831030606911417,"Energy"
2000-02-17,"SHEL",0.982113973509571,"Energy"
2000-02-17,"XOM",0.999987648771108,"Energy"
2000-02-17,"HSBC",0.858532250599707,"Finance"
2000-02-17,"BCS",0.860930753854123,"Finance"
2000-02-17,"JPM",1.0815571059336,"Finance"
2000-02-17,"GS",0.931212519070916,"Finance"
2000-02-17,"JNJ",0.862077756699906,"Healthcare"
2000-02-17,"PFE",1.06937266141953,"Healthcare"
2000-02-17,"UNH",1.16976685477384,"Healthcare"
2000-02-18,"AAPL",0.993858383557375,"Tech"
2000-02-18,"MSFT",0.815549907313049,"Tech"
2000-02-18,"NVDA",1.43925768826971,"Tech"
2000-02-18,"BP",0.797024406715183,"Energy"
2000-02-18,"SHEL",0.943158027411073,"Energy"
2000-02-18,"XOM",0.963069825614001,"Energy"
2000-02-18,"HSBC",0.820512451042342,"Finance"
2000-02-18,"BCS",0.936147345862394,"Finance"
